Q,Rank,CS,Full Journal Title,JCR Abbreviated Title,ISSN,Total Cites,Journal Impact Factor,Impact Factor without Journal Self Cites,Column1,5-Year Impact Factor,Immediacy Index,Citable Items,Cited Half-Life,Citing Half-life,Eigenfactor Score,Article Influence Score,% Articles in Citable Items,Average Journal Impact Factor Percentile,Column2,Normalized Eigenfactor,Column3
Q2,2571,,International Journal of Coal Preparation and Utilization,INT J COAL PREP UTIL,1939-2699,467,2.034,2.017,,1.725,0.885,26,4.8,13.3,0.000620,0.349,100.00,50.818,,0.07637,
Q2,2572,,ANNALS OF FOREST SCIENCE,ANN FOREST SCI,1286-4560,"4,014",2.033,1.894,,2.758,0.504,115,9.0,9.8,0.003380,0.599,97.39,69.853,,0.41279,
Q2,2572,,Journal of Marine Science and Engineering,J MAR SCI ENG,****-****,"1,018",2.033,1.594,,Not Available,0.491,460,2.0,8.1,0.002130,Not Available,96.30,53.788,,0.26069,
Q2,2574,,COASTAL ENGINEERING JOURNAL,COAST ENG J,2166-4250,649,2.032,1.746,,1.863,0.553,38,7.1,9.6,0.000990,0.514,100.00,63.220,,0.12113,
Q2,2574,,Expert Review of Pharmacoeconomics & Outcomes Research,EXPERT REV PHARM OUT,1473-7167,"1,716",2.032,1.897,,2.008,0.365,74,7.0,6.1,0.003020,0.663,63.51,44.260,,0.36961,
Q2,2576,,GENERAL RELATIVITY AND GRAVITATION,GEN RELAT GRAVIT,0001-7701,"5,671",2.030,1.856,,1.646,0.593,162,11.6,11.6,0.005050,0.485,97.53,47.554,,0.61688,
Q2,2576,,Psychology Research and Behavior Management,PSYCHOL RES BEHAV MA,1179-1578,682,2.030,1.941,,Not Available,0.371,105,4.3,8.7,0.001340,Not Available,88.57,58.534,,0.16423,
Q2,2578,,Biology Open,BIOL OPEN,2046-6390,"2,992",2.029,1.983,,2.306,0.446,224,4.0,9.5,0.009650,0.809,100.00,52.151,,1.17757,
Q2,2578,,JOM,JOM-US,1047-4838,"10,345",2.029,1.842,,2.606,0.392,528,6.9,7.7,0.012690,0.601,96.59,59.121,,1.54925,
Q2,2578,,Jornal de Pediatria,J PEDIAT-BRAZIL,0021-7557,"2,217",2.029,1.930,,2.431,0.927,96,6.1,7.9,0.002920,0.568,76.04,58.203,,0.35669,
Q2,2581,,Journal of International Relations and Development,J INT RELAT DEV,1408-6980,516,2.028,1.861,,1.737,0.821,39,5.2,11.7,0.001090,0.631,100.00,73.326,,0.13318,
Q2,2582,,CONTEMPORARY ACCOUNTING RESEARCH,CONTEMP ACCOUNT RES,0823-9150,"4,874",2.026,1.875,,3.409,0.826,86,10.1,11.6,0.005040,1.249,100.00,64.352,,0.61564,
Q2,2582,,International Journal of Astrobiology,INT J ASTROBIOL,1473-5504,749,2.026,1.649,,1.866,0.765,68,5.1,10.0,0.001410,0.556,92.65,46.403,,0.17297,
Q2,2584,,HISTORICAL BIOLOGY,HIST BIOL,0891-2963,"1,420",2.023,1.855,,1.591,1.687,115,4.6,16.4,0.002490,0.478,96.52,75.455,,0.30426,
Q2,2584,,Sports Biomechanics,SPORT BIOMECH,1476-3141,981,2.023,1.849,,1.949,0.731,52,6.7,10.3,0.001390,0.564,98.08,43.705,,0.17038,
Q2,2584,,Structural Change and Economic Dynamics,STRUCT CHANGE ECON D,0954-349X,"1,295",2.023,1.795,,1.940,0.593,108,8.8,10.9,0.000840,0.399,100.00,71.024,,0.10325,
Q2,2587,,BMC Family Practice,BMC FAM PRACT,****-****,"4,296",2.022,1.904,,2.469,0.242,178,5.9,7.5,0.008480,0.776,97.19,52.520,,1.03470,
Q2,2587,,Geriatrics & Gerontology International,GERIATR GERONTOL INT,1444-1586,"3,866",2.022,1.883,,2.530,0.418,165,4.3,7.4,0.008910,0.674,97.58,46.446,,1.08767,
Q2,2587,,MEDICAL & BIOLOGICAL ENGINEERING & COMPUTING,MED BIOL ENG COMPUT,0140-0118,"5,723",2.022,1.905,,2.116,0.608,199,10.3,8.7,0.004520,0.491,98.49,43.440,,0.55259,
Q2,2590,,ARCHIVES OF ORTHOPAEDIC AND TRAUMA SURGERY,ARCH ORTHOP TRAUM SU,0936-8051,"6,443",2.021,1.636,,2.070,0.368,209,7.8,8.5,0.008260,0.593,91.39,55.958,,1.00814,
Q2,2590,,INFANCY,INFANCY,1525-0008,"1,794",2.021,1.874,,2.412,0.354,48,9.1,11.0,0.002250,0.921,100.00,60.390,,0.27524,
Q2,2590,,JOURNAL OF MEDICAL ETHICS,J MED ETHICS,0306-6800,"4,466",2.021,1.770,,1.949,1.610,118,8.4,6.6,0.005640,0.600,100.00,74.033,,0.68885,
Q2,2593,,Journal of Palaeogeography-English,J PALAEOGEOG-ENGLISH,2095-3836,387,2.020,1.902,,Not Available,0.519,27,4.2,14.9,0.001070,Not Available,92.59,58.943,,0.13152,
Q2,2594,,International Review for the Sociology of Sport,INT REV SOCIOL SPORT,1012-6902,"1,770",2.019,1.903,,1.972,0.941,51,8.5,10.0,0.001650,0.465,98.04,59.601,,0.20219,
Q2,2594,,JOURNAL OF QUALITY TECHNOLOGY,J QUAL TECHNOL,0022-4065,"2,648",2.019,1.963,,2.587,0.444,27,19.1,12.7,0.001440,0.908,96.30,56.524,,0.17626,
Q2,2596,,Archives of Osteoporosis,ARCH OSTEOPOROS,1862-3522,"1,369",2.017,1.895,,2.311,0.286,112,4.5,8.1,0.002950,0.666,96.43,37.099,,0.36028,
Q2,2597,,BMC Palliative Care,BMC PALLIAT CARE,1472-684X,"1,610",2.015,1.824,,2.650,0.292,120,4.1,7.2,0.003950,0.727,91.67,51.158,,0.48253,
Q2,2597,,International Journal of Medical Robotics and Computer Assisted Surgery,INT J MED ROBOT COMP,1478-5951,"1,485",2.015,1.846,,1.901,0.295,78,5.6,6.7,0.002480,0.486,85.90,55.952,,0.30346,
Q2,2597,,International Journal of Structural Stability and Dynamics,INT J STRUCT STAB DY,0219-4554,"1,972",2.015,1.344,,1.962,0.601,193,3.8,9.1,0.002560,0.313,100.00,52.429,,0.31302,
Q2,2600,,JOURNAL OF INTERNATIONAL MONEY AND FINANCE,J INT MONEY FINANC,0261-5606,"4,945",2.014,1.876,,2.790,0.419,136,8.0,9.5,0.007070,0.980,100.00,63.426,,0.86311,
Q2,2600,,POLYMER BULLETIN,POLYM BULL,0170-0839,"5,818",2.014,1.830,,1.936,0.650,357,6.5,8.6,0.004320,0.265,97.20,57.865,,0.52792,
Q2,2602,,Eating Disorders,EAT DISORD,1064-0266,"1,149",2.013,1.520,,1.837,0.500,32,8.6,8.1,0.001110,0.482,84.38,45.051,,0.13655,
Q2,2602,,JOURNAL OF ANATOMY,J ANAT,0021-8782,"9,375",2.013,1.886,,2.574,0.656,157,14.0,12.5,0.006690,0.783,91.72,69.048,,0.81739,
Q2,2602,,MOLECULAR DIVERSITY,MOL DIVERS,1381-1991,"1,645",2.013,1.883,,2.060,0.740,73,6.1,8.2,0.001450,0.313,90.41,42.607,,0.17704,
Q2,2602,,SPE RESERVOIR EVALUATION & ENGINEERING,SPE RESERV EVAL ENG,1094-6470,"2,938",2.013,1.805,,2.551,0.509,106,9.5,9.5,0.002210,0.584,100.00,50.587,,0.27083,
Q2,2606,,Hydrology Research,HYDROL RES,0029-1277,"1,563",2.012,1.816,,1.939,0.618,110,3.8,9.8,0.002950,0.475,100.00,50.532,,0.36068,
Q2,2606,,JOURNAL OF CROSS-CULTURAL PSYCHOLOGY,J CROSS CULT PSYCHOL,0022-0221,"5,780",2.012,1.876,,2.325,0.349,63,13.8,12.4,0.004720,0.828,96.83,57.031,,0.57672,
Q2,2606,,Journal of Visceral Surgery,J VISC SURG,1878-7886,832,2.012,1.744,,2.271,0.717,46,4.8,6.8,0.001630,0.588,52.17,55.476,,0.20001,
Q2,2609,,WEED RESEARCH,WEED RES,0043-1737,"2,946",2.011,1.724,,1.927,0.348,46,14.2,10.4,0.001480,0.452,93.48,66.316,,0.18169,
Q2,2610,,ACM Transactions on Knowledge Discovery from Data,ACM T KNOWL DISCOV D,1556-4681,"1,385",2.010,1.837,,2.801,0.302,53,6.7,7.9,0.002650,0.932,98.11,51.140,,0.32432,
Q2,2610,,PRIMARY CARE,PRIMARY CARE,0095-4543,"1,263",2.010,2.010,,2.049,0.469,49,6.7,7.6,0.001510,0.492,79.59,49.585,,0.18487,
Q2,2612,,JOURNAL OF SOL-GEL SCIENCE AND TECHNOLOGY,J SOL-GEL SCI TECHN,0928-0707,"6,971",2.008,1.854,,1.807,0.544,287,7.2,8.1,0.005050,0.252,99.30,69.643,,0.61691,
Q2,2613,,PHYSIOLOGY AND MOLECULAR BIOLOGY OF PLANTS,PHYSIOL MOL BIOL PLA,0971-5894,"1,422",2.005,1.929,,2.016,0.339,121,5.3,10.4,0.001760,0.365,95.04,61.325,,0.21524,
Q2,2614,,JOURNAL OF ENGINEERING MECHANICS,J ENG MECH,0733-9399,"11,604",2.003,1.854,,2.330,0.645,141,17.5,13.0,0.007600,0.687,100.00,53.462,,0.92756,
Q2,2615,,BIOLOGY OF SPORT,BIOL SPORT,0860-021X,888,2.000,1.887,,2.250,0.087,46,4.8,9.0,0.001530,0.482,97.83,51.176,,0.18727,
Q2,2615,,Central European Journal of Operations Research,CENT EUR J OPER RES,1435-246X,745,2.000,1.495,,1.432,0.733,60,5.9,10.9,0.000780,0.264,100.00,53.614,,0.09520,
Q2,2615,,Conflict and Health,CONFL HEALTH,1752-1505,694,2.000,1.744,,Not Available,0.333,57,4.6,5.7,0.001980,Not Available,92.98,56.100,,0.24263,
Q2,2615,,Crime and Justice-A Review of Research,CRIME JUSTICE,0192-3234,"1,667",2.000,2.000,,2.837,Not Available,0,18.5,Not Available,0.000610,0.998,Not Available,73.188,,0.07532,
Q2,2615,,International Journal of Sustainability in Higher Education,INT J SUST HIGHER ED,1467-6370,"2,010",2.000,1.478,,2.713,0.333,78,8.7,6.9,0.000710,0.220,97.44,42.550,,0.08727,
Q2,2615,,International Theory,INT THEOR,1752-9719,514,2.000,1.933,,3.041,0.214,14,5.7,9.6,0.001430,1.173,100.00,72.522,,0.17521,
Q2,2615,,JOURNAL OF APPLIED DEVELOPMENTAL PSYCHOLOGY,J APPL DEV PSYCHOL,0193-3973,"3,162",2.000,1.836,,2.775,0.424,85,11.2,10.5,0.002990,0.951,100.00,59.091,,0.36483,
Q2,2615,,JOURNAL OF RAMAN SPECTROSCOPY,J RAMAN SPECTROSC,0377-0486,"9,805",2.000,1.833,,2.272,0.638,177,10.4,9.6,0.005820,0.465,98.87,55.952,,0.71054,
Q2,2615,,MEDIA CULTURE & SOCIETY,MEDIA CULT SOC,0163-4437,"2,321",2.000,1.862,,1.929,0.539,76,8.4,7.2,0.003270,0.659,100.00,69.924,,0.39901,
Q2,2615,,PSYCHOSOMATICS,PSYCHOSOMATICS,0033-3182,"3,851",2.000,1.830,,2.022,0.400,80,11.3,8.3,0.003360,0.648,78.75,42.518,,0.41001,
Q2,2615,,RESEARCH ON AGING,RES AGING,0164-0275,"1,893",2.000,1.882,,2.414,0.244,41,12.6,8.9,0.001940,0.806,97.56,59.722,,0.23724,
Q2,2615,,Society and Mental Health,SOC MENT HEALTH,2156-8693,274,2.000,1.885,,2.091,0.478,23,5.6,13.3,0.000660,0.792,100.00,73.000,,0.08056,
Q2,2615,,Surgical Oncology Clinics of North America,SURG ONCOL CLIN N AM,1055-3207,"1,270",2.000,1.990,,2.823,0.440,50,5.2,7.1,0.002160,0.692,100.00,36.209,,0.26434,
Q2,2615,,Urban Policy and Research,URBAN POLICY RES,0811-1146,746,2.000,1.825,,1.861,0.462,26,9.1,7.0,0.000760,0.440,96.15,42.032,,0.09287,
Q2,2629,,Journal of Physics A-Mathematical and Theoretical,J PHYS A-MATH THEOR,1751-8113,"24,090",1.996,1.782,,1.807,0.777,452,12.2,11.7,0.028690,0.758,98.23,64.492,,3.50032,
Q2,2629,,MICROSURGERY,MICROSURG,0738-1085,"3,087",1.996,1.564,,1.918,0.400,100,9.0,9.0,0.003410,0.503,95.00,54.524,,0.41610,
Q2,2631,,International Journal of Paediatric Dentistry,INT J PAEDIATR DENT,0960-7439,"2,164",1.993,1.710,,1.954,0.683,82,9.4,7.9,0.001720,0.448,87.80,59.755,,0.20984,
Q2,2631,,JOURNAL OF HYDRAULIC ENGINEERING,J HYDRAUL ENG,0733-9429,"10,774",1.993,1.796,,2.479,0.759,79,16.2,12.8,0.004610,0.577,100.00,52.374,,0.56320,
Q2,2631,,Journal of Physical Activity & Health,J PHYS ACT HEALTH,1543-3080,"4,924",1.993,1.898,,2.266,0.345,148,6.6,7.8,0.007260,0.592,91.22,62.647,,0.88688,
Q2,2634,,JOURNAL OF COMPARATIVE ECONOMICS,J COMP ECON,0147-5967,"2,947",1.992,1.929,,2.473,0.265,49,10.7,11.6,0.003980,1.001,97.96,70.755,,0.48580,
Q2,2634,,JOURNAL OF GLAUCOMA,J GLAUCOMA,1057-0829,"4,355",1.992,1.639,,1.795,0.434,221,6.5,8.6,0.006340,0.463,97.29,50.833,,0.77436,
Q2,2636,,METALS AND MATERIALS INTERNATIONAL,MET MATER INT,1598-9623,"2,718",1.990,1.786,,1.686,0.875,152,5.9,9.0,0.002950,0.316,97.37,53.518,,0.36055,
Q2,2636,,Stata Journal,STATA J,1536-867X,"4,673",1.990,1.885,,3.158,0.196,51,10.6,11.0,0.005930,1.686,96.08,72.506,,0.72462,
Q2,2638,,Journal of Agrarian Change,J AGRAR CHANGE,1471-0358,"1,254",1.989,1.844,,2.346,0.306,36,7.6,12.4,0.002100,0.932,100.00,69.999,,0.25698,
Q2,2639,,ANNALS OF THE AMERICAN ACADEMY OF POLITICAL AND SOCIAL SCIENCE,ANN AM ACAD POLIT SS,0002-7162,"5,687",1.988,1.976,,3.141,0.696,79,11.9,8.1,0.008000,1.539,100.00,73.333,,0.97648,
Q2,2640,,JOURNAL OF REINFORCED PLASTICS AND COMPOSITES,J REINF PLAST COMP,0731-6844,"4,971",1.987,1.841,,2.214,0.458,72,8.7,7.6,0.003330,0.373,88.89,52.409,,0.40719,
Q2,2641,,JOURNAL OF SURVEYING ENGINEERING,J SURV ENG,0733-9453,716,1.986,1.625,,2.034,0.346,26,7.2,8.5,0.000700,0.375,100.00,56.343,,0.08596,
Q2,2641,,Journal of Knee Surgery,J KNEE SURG,1538-8506,"1,857",1.986,1.768,,2.058,0.765,166,4.2,8.0,0.004190,0.646,90.96,53.049,,0.51135,
Q2,2643,,INVERSE PROBLEMS,INVERSE PROBL,0266-5611,"7,173",1.985,1.539,,2.134,0.419,160,11.0,9.8,0.009630,1.041,100.00,78.260,,1.17527,
Q2,2643,,PHYSICA SCRIPTA,PHYS SCRIPTA,0031-8949,"9,277",1.985,1.896,,1.525,0.590,532,9.3,9.6,0.011420,0.501,99.81,52.353,,1.39402,
Q2,2645,,Studies in Educational Evaluation,STUD EDUC EVAL,0191-491X,968,1.983,1.815,,2.053,0.338,74,5.6,10.0,0.001460,0.473,95.95,65.068,,0.17905,
Q2,2646,,BOTHALIA,BOTHALIA,0006-8241,524,1.982,1.772,,1.588,0.176,34,14.0,11.4,0.000490,0.402,94.12,60.897,,0.06006,
Q2,2646,,International Journal of Polymeric Materials and Polymeric Biomaterials,INT J POLYM MATER PO,0091-4037,"1,845",1.982,1.883,,1.854,0.642,120,4.7,8.6,0.001810,0.259,97.50,37.677,,0.22192,
Q2,2646,,PROCEEDINGS OF THE INSTITUTION OF MECHANICAL ENGINEERS PART B-JOURNAL OF ENGINEERING MANUFACTURE,P I MECH ENG B-J ENG,0954-4054,"5,270",1.982,1.371,,2.240,0.877,204,6.5,7.9,0.003760,0.292,96.08,42.462,,0.45954,
Q2,2649,,INDUSTRIAL AND CORPORATE CHANGE,IND CORP CHANGE,0960-6491,"4,170",1.981,1.752,,2.601,0.882,76,12.5,13.4,0.002590,0.796,100.00,46.572,,0.31653,
Q2,2649,,INTERNATIONAL JOURNAL OF INTERCULTURAL RELATIONS,INT J INTERCULT REL,0147-1767,"3,504",1.981,1.822,,2.270,0.268,56,10.6,10.1,0.002530,0.581,91.07,67.533,,0.30883,
Q2,2649,,International Journal of Multilingualism,INT J MULTILING,1479-0718,593,1.981,1.741,,Not Available,0.516,31,8.2,10.0,0.000820,Not Available,100.00,76.511,,0.10107,
Q2,2652,,HEALTH PROMOTION INTERNATIONAL,HEALTH PROMOT INT,0957-4824,"3,455",1.980,1.778,,2.252,0.920,138,9.2,8.6,0.003760,0.609,94.93,55.034,,0.45893,
Q2,2652,,Health Systems & Reform,HEALTH SYST REFORM,2328-8604,316,1.980,1.755,,Not Available,3.227,22,2.8,4.9,0.000950,Not Available,100.00,58.328,,0.11683,
Q2,2654,,BMC Sports Science Medicine and Rehabilitation,BMC SPORTS SCI MED R,2052-1847,637,1.979,1.896,,Not Available,0.079,38,5.1,7.0,0.001540,Not Available,94.74,59.926,,0.18811,
Q2,2654,,Clinical and Experimental Otorhinolaryngology,CLIN EXP OTORHINOLAR,1976-8710,828,1.979,1.926,,1.536,0.760,50,5.0,9.9,0.001500,0.413,88.00,67.857,,0.18393,
Q2,2654,,SYSTEM,SYSTEM,0346-251X,"3,410",1.979,1.651,,2.464,0.667,108,8.6,9.8,0.003710,0.621,96.30,76.054,,0.45355,
Q2,2657,,JOURNAL OF EMOTIONAL AND BEHAVIORAL DISORDERS,J EMOT BEHAV DISORD,1063-4266,"1,209",1.976,1.881,,2.363,0.619,21,12.6,11.7,0.000820,0.640,100.00,71.661,,0.10057,
Q2,2658,,Abacus-A Journal of Accounting Finance and Business Studies,ABACUS,0001-3072,876,1.975,1.750,,1.804,0.579,19,10.9,10.1,0.000510,0.383,100.00,62.500,,0.06313,
Q2,2658,,JOURNAL OF APPLIED GEOPHYSICS,J APPL GEOPHYS,0926-9851,"5,619",1.975,1.539,,2.019,0.421,228,6.4,11.1,0.008700,0.551,99.12,51.137,,1.06256,
Q2,2660,,AGROFORESTRY SYSTEMS,AGROFOREST SYST,0167-4366,"4,363",1.973,1.597,,2.105,0.899,179,10.5,11.7,0.002250,0.375,98.88,69.081,,0.27471,
Q2,2660,,Economic Analysis and Policy,ECON ANAL POLICY,0313-5926,661,1.973,1.709,,Not Available,0.672,64,3.9,9.9,0.001070,Not Available,96.88,69.946,,0.13086,
Q2,2660,,POLYMER-PLASTICS TECHNOLOGY AND ENGINEERING,POLYM-PLAST TECHNOL,0360-2559,"3,663",1.973,1.973,,1.764,Not Available,0,6.9,Not Available,0.002490,0.229,Not Available,54.494,,0.30432,
Q2,2663,,Journal of Thermal Science,J THERM SCI,1003-2169,"1,212",1.972,1.355,,1.426,0.954,109,5.6,7.4,0.001170,0.255,93.58,51.397,,0.14371,
Q2,2663,,Sociology of Race and Ethnicity,SOCIOL RACE ETHNIC,2332-6492,424,1.972,1.806,,2.766,0.526,38,3.5,11.3,0.002350,1.285,92.11,74.250,,0.28698,
Q2,2665,,Medical Education Online,MED EDUC ONLINE,1087-2981,"1,011",1.970,1.869,,2.190,0.488,43,4.8,7.9,0.002480,0.679,88.37,64.829,,0.30312,
Q2,2666,,CULTURE HEALTH & SEXUALITY,CULT HEALTH SEX,1369-1058,"2,563",1.969,1.593,,2.421,0.722,97,6.2,8.0,0.004580,0.761,98.97,69.480,,0.55899,
Q2,2666,,EARLY HUMAN DEVELOPMENT,EARLY HUM DEV,0378-3782,"6,245",1.969,1.666,,2.464,0.345,165,8.9,7.9,0.007010,0.730,98.18,49.357,,0.85573,
Q2,2668,,ADULT EDUCATION QUARTERLY,ADULT EDUC QUART,0741-7136,937,1.968,1.774,,2.224,0.176,17,12.9,9.8,0.000330,0.311,94.12,64.449,,0.04070,
Q2,2668,,Palliative & Supportive Care,PALLIAT SUPPORT CARE,1478-9515,"1,678",1.968,1.831,,1.942,0.704,81,5.0,8.4,0.003110,0.529,88.89,52.299,,0.38029,
Q2,2670,,CLINICAL ANATOMY,CLIN ANAT,0897-3806,"4,087",1.967,1.725,,2.075,0.609,133,8.7,10.6,0.004390,0.490,84.21,64.286,,0.53564,
Q2,2670,,Journal of Perinatology,J PERINATOL,0743-8346,"6,761",1.967,1.834,,2.488,0.525,202,7.3,7.6,0.011420,0.847,92.08,48.357,,1.39418,
Q2,2672,,FLOW MEASUREMENT AND INSTRUMENTATION,FLOW MEAS INSTRUM,0955-5986,"2,426",1.965,1.591,,1.856,0.380,150,6.6,10.0,0.002530,0.347,100.00,52.145,,0.30868,
Q2,2672,,HEALTH COMMUNICATION,HEALTH COMMUN,1041-0236,"3,502",1.965,1.749,,2.167,0.897,195,5.9,9.9,0.006150,0.662,96.92,58.455,,0.75094,
Q2,2672,,Journal of Multinational Financial Management,J MULTINATL FINANC M,1042-444X,679,1.965,1.860,,Not Available,0.214,28,10.0,10.5,0.000380,Not Available,100.00,61.574,,0.04702,
Q2,2675,,SIAM-ASA Journal on Uncertainty Quantification,SIAM-ASA J UNCERTAIN,2166-2525,633,1.964,1.820,,2.271,0.333,39,3.8,10.1,0.004990,1.603,100.00,68.692,,0.60982,
Q2,2676,,World Journal of Surgical Oncology,WORLD J SURG ONCOL,****-****,"5,097",1.963,1.920,,2.043,0.335,224,5.1,6.9,0.008550,0.451,83.48,34.708,,1.04374,
Q2,2677,,AMERICAN JOURNAL OF ORTHODONTICS AND DENTOFACIAL ORTHOPEDICS,AM J ORTHOD DENTOFAC,0889-5406,"13,348",1.960,1.613,,2.405,0.455,165,13.5,10.2,0.005780,0.516,94.55,60.989,,0.70602,
Q2,2677,,JOURNAL OF BEHAVIOR THERAPY AND EXPERIMENTAL PSYCHIATRY,J BEHAV THER EXP PSY,0005-7916,"3,784",1.960,1.787,,2.542,0.506,83,8.9,10.0,0.004740,0.852,97.59,49.946,,0.57851,
Q2,2677,,OPEN SYSTEMS & INFORMATION DYNAMICS,OPEN SYST INF DYN,1230-1612,377,1.960,1.720,,1.533,0.130,23,6.1,15.8,0.000870,0.575,100.00,72.298,,0.10626,
Q2,2680,,CLINICS IN PLASTIC SURGERY,CLIN PLAST SURG,0094-1298,"2,542",1.959,1.938,,2.263,0.397,58,11.4,11.6,0.002980,0.713,100.00,53.571,,0.36372,
Q2,2680,,PSYCHOMETRIKA,PSYCHOMETRIKA,0033-3123,"11,390",1.959,1.680,,2.510,0.240,50,41.9,13.6,0.004990,1.640,100.00,63.321,,0.60897,
Q2,2680,,PSYCHOMETRIKA,PSYCHOMETRIKA,0033-3123,"11,390",1.959,1.680,,2.510,0.240,50,41.9,13.6,0.004990,1.640,100.00,63.321,,0.60897,
Q2,2680,,SOCIAL SCIENCE RESEARCH,SOC SCI RES,0049-089X,"5,148",1.959,1.819,,2.486,0.276,145,8.4,11.5,0.008120,1.011,100.00,70.333,,0.99082,
Q2,2684,,EPL,EPL-EUROPHYS LETT,0295-5075,"21,850",1.958,1.852,,1.798,0.474,359,9.5,8.8,0.025890,0.601,100.00,51.176,,3.15943,
Q2,2684,,JOURNAL OF MEDICAL ECONOMICS,J MED ECON,1369-6998,"2,093",1.958,1.804,,Not Available,0.709,148,4.6,5.7,0.004780,Not Available,91.89,51.359,,0.58318,
Q2,2686,,Actuators,ACTUATORS,****-****,455,1.957,1.722,,Not Available,0.461,76,2.7,7.8,0.000890,Not Available,90.79,52.344,,0.10973,
Q2,2686,,NEUROSURGERY CLINICS OF NORTH AMERICA,NEUROSURG CLIN N AM,1042-3680,"1,808",1.957,1.931,,2.157,0.604,53,8.3,7.9,0.002300,0.635,100.00,41.621,,0.28093,
Q2,2688,,Australasian Journal of Educational Technology,AUSTRALAS J EDUC TEC,1449-3098,"1,468",1.956,1.816,,2.079,0.571,63,7.3,7.6,0.000990,0.309,93.65,64.068,,0.12086,
Q2,2688,,SIAM JOURNAL ON APPLIED DYNAMICAL SYSTEMS,SIAM J APPL DYN SYST,1536-0040,"1,640",1.956,1.843,,1.938,0.648,54,6.6,13.0,0.004510,0.968,100.00,74.764,,0.55052,
Q2,2690,,UPSALA JOURNAL OF MEDICAL SCIENCES,UPSALA J MED SCI,0300-9734,"1,205",1.955,1.879,,3.411,0.205,39,5.9,8.0,0.002280,1.005,92.31,58.485,,0.27862,
Q2,2691,,GENETIC EPIDEMIOLOGY,GENET EPIDEMIOL,0741-0395,"2,951",1.954,1.669,,2.715,0.516,62,8.3,7.1,0.006730,1.569,96.77,44.068,,0.82199,
Q2,2692,,SOCIAL FORCES,SOC FORCES,0037-7732,"8,018",1.953,1.929,,3.244,0.571,63,15.8,11.4,0.006790,1.708,100.00,69.667,,0.82890,
Q2,2692,,SYSTEMATICS AND BIODIVERSITY,SYST BIODIVERS,1477-2000,"1,052",1.953,1.887,,2.206,0.375,40,6.4,12.2,0.001960,0.715,95.00,58.475,,0.24006,
Q2,2694,,JOURNAL OF ATMOSPHERIC AND OCEANIC TECHNOLOGY,J ATMOS OCEAN TECH,0739-0572,"9,712",1.952,1.797,,2.456,0.530,151,11.2,10.8,0.008720,0.824,100.00,47.293,,1.06434,
Q2,2694,,LEISURE SCIENCES,LEISURE SCI,0149-0400,"2,141",1.952,1.795,,2.232,0.333,33,13.0,9.2,0.000800,0.387,100.00,54.589,,0.09778,
Q2,2696,,PALEOBIOLOGY,PALEOBIOLOGY,0094-8373,"3,773",1.951,1.852,,2.305,0.537,41,19.7,12.3,0.002190,0.870,100.00,52.379,,0.26811,
Q2,2697,,ECOLOGY OF FRESHWATER FISH,ECOL FRESHW FISH,0906-6691,"2,165",1.950,1.836,,1.945,0.579,57,9.7,12.7,0.002350,0.569,100.00,67.689,,0.28733,
Q2,2697,,JOURNAL OF ENGINEERING DESIGN,J ENG DESIGN,0954-4828,"1,011",1.950,1.867,,2.062,0.083,24,9.2,10.9,0.000690,0.421,95.83,55.495,,0.08436,
Q2,2697,,JOURNAL OF NONDESTRUCTIVE EVALUATION,J NONDESTRUCT EVAL,0195-9298,"1,466",1.950,1.800,,2.192,0.538,106,5.5,9.7,0.002090,0.488,98.11,68.182,,0.25503,
Q2,2697,,Scandinavian Journal of Surgery,SCAND J SURG,1457-4969,985,1.950,1.931,,1.889,0.612,49,6.7,7.7,0.001380,0.505,93.88,52.619,,0.16878,
Q2,2701,,Ain Shams Engineering Journal,AIN SHAMS ENG J,2090-4479,"2,171",1.949,1.917,,Not Available,0.472,89,4.0,8.8,0.002980,Not Available,94.38,54.396,,0.36393,
Q2,2701,,MATCH-COMMUNICATIONS IN MATHEMATICAL AND IN COMPUTER CHEMISTRY,MATCH-COMMUN MATH CO,0340-6253,"2,377",1.949,1.440,,1.787,0.582,79,7.9,9.7,0.003190,0.544,98.73,48.841,,0.38976,
Q2,2703,,CALPHAD-COMPUTER COUPLING OF PHASE DIAGRAMS AND THERMOCHEMISTRY,CALPHAD,0364-5916,"4,138",1.947,1.551,,2.402,0.432,132,11.4,19.8,0.002790,0.499,99.24,46.724,,0.34064,
Q2,2703,,Journal of Psychiatric and Mental Health Nursing,J PSYCHIATR MENT HLT,1351-0126,"2,664",1.947,1.763,,2.173,0.273,33,8.6,6.9,0.002290,0.498,84.85,61.355,,0.28025,
Q2,2703,,Magnetochemistry,MAGNETOCHEMISTRY,****-****,441,1.947,1.755,,Not Available,0.391,64,3.1,7.5,0.000820,Not Available,73.44,40.043,,0.10101,
Q2,2706,,Patient Preference and Adherence,PATIENT PREFER ADHER,1177-889X,"3,332",1.946,1.821,,2.240,0.197,203,4.2,7.0,0.007950,0.588,93.10,57.879,,0.97020,
Q2,2707,,Safety and Health at Work,SAF HEALTH WORK-KR,2093-7911,983,1.945,1.883,,Not Available,0.323,65,4.6,10.2,0.001520,Not Available,92.31,54.146,,0.18571,
Q2,2708,,INTERNATIONAL MIGRATION REVIEW,INT MIGR REV,0197-9183,"3,819",1.944,1.845,,3.343,0.762,42,15.5,11.4,0.003320,1.456,100.00,67.241,,0.40587,
