Scopus Source ID,Title,CiteScore 2020,SNIP,SJR,Percentile
17700155415,Sungkyun Journal of East Asian Studies,0.2,0.712,0.111,39
17700155415,Sungkyun Journal of East Asian Studies,0.2,0.712,0.111,15
17700155419,Sur,0.3,0.267,0.115,20
17700155419,Sur,0.3,0.267,0.115,16
17700155437,Sign Systems Studies,0.9,0.616,0.17,70
17700155437,Sign Systems Studies,0.9,0.616,0.17,68
17700155703,Revista 180,0.5,0.427,0.206,53
17700155703,Revista 180,0.5,0.427,0.206,81
17700155703,Revista 180,0.5,0.427,0.206,39
17700155707,Homme et la Societe,0.3,0.309,0.111,23
17700155709,Fire Ecology,3.3,0.773,0.809,69
17700155709,Fire Ecology,3.3,0.773,0.809,77
17700155709,Fire Ecology,3.3,0.773,0.809,68
17700155710,International Journal of Computational Materials Science and Surface Engineering,0.6,0.146,0.136,17
17700155710,International Journal of Computational Materials Science and Surface Engineering,0.6,0.146,0.136,7
17700155710,International Journal of Computational Materials Science and Surface Engineering,0.6,0.146,0.136,12
17700155710,International Journal of Computational Materials Science and Surface Engineering,0.6,0.146,0.136,11
17700155712,Revue Francaise de Gestion,0.6,0.238,0.217,18
17700155712,Revue Francaise de Gestion,0.6,0.238,0.217,14
17700155712,Revue Francaise de Gestion,0.6,0.238,0.217,17
17700155801,Turk Jinekoloji ve Obstetrik Dernegi Dergisi,1.6,0.96,0.41,42
17700155802,Gazi University Journal of Science,1.1,0.465,0.155,57
17700155802,Gazi University Journal of Science,1.1,0.465,0.155,38
17700155804,Journal of E-Learning and Knowledge Society,1.9,0.789,0.342,40
17700155804,Journal of E-Learning and Knowledge Society,1.9,0.789,0.342,61
17700155805,KSII Transactions on Internet and Information Systems,1.6,0.423,0.228,36
17700155805,KSII Transactions on Internet and Information Systems,1.6,0.423,0.228,33
17700155806,Nonlinear Analysis: Modelling and Control,4.8,0.988,0.734,95
17700155806,Nonlinear Analysis: Modelling and Control,4.8,0.988,0.734,89
17700155807,Journal of Educators Online,1.6,1.166,0.499,55
17700155817,Australasian Journal of Combinatorics,1,0.962,0.42,44
17700155818,Topique,0.1,0.013,0.104,4
17700155818,Topique,0.1,0.013,0.104,2
17700155819,Croatian Economic Survey,1.2,0.84,0.191,54
17700155819,Croatian Economic Survey,1.2,0.84,0.191,35
17700155820,WSEAS Transactions on Systems and Control,1.1,0.558,0.174,25
17700155820,WSEAS Transactions on Systems and Control,1.1,0.558,0.174,21
17700156004,WSEAS Transactions on Fluid Mechanics,1.5,0.671,0.234,48
17700156004,WSEAS Transactions on Fluid Mechanics,1.5,0.671,0.234,34
17700156004,WSEAS Transactions on Fluid Mechanics,1.5,0.671,0.234,41
17700156004,WSEAS Transactions on Fluid Mechanics,1.5,0.671,0.234,36
17700156004,WSEAS Transactions on Fluid Mechanics,1.5,0.671,0.234,28
17700156006,WSEAS Transactions on Business and Economics,0.9,0.549,0.158,24
17700156006,WSEAS Transactions on Business and Economics,0.9,0.549,0.158,21
17700156006,WSEAS Transactions on Business and Economics,0.9,0.549,0.158,21
17700156006,WSEAS Transactions on Business and Economics,0.9,0.549,0.158,28
17700156007,Revue de l'OFCE,0.5,0.228,0.217,26
17700156009,Animal Nutrition and Feed Technology,0.3,0.197,0.153,1
17700156010,Ethics and Global Politics,0.7,0.443,0.176,41
17700156010,Ethics and Global Politics,0.7,0.443,0.176,39
17700156011,Enfances et Psy,0.1,0.602,0.193,3
17700156011,Enfances et Psy,0.1,0.602,0.193,7
17700156011,Enfances et Psy,0.1,0.602,0.193,6
17700156012,Cahiers de Psychologie Clinique,0.1,0.147,0.11,5
17700156012,Cahiers de Psychologie Clinique,0.1,0.147,0.11,4
17700156013,Figures de la Psychanalyse,0,0,0.1,2
17700156013,Figures de la Psychanalyse,0,0,0.1,1
17700156014,"Travail, Genre et Societes",0.4,0.675,0.164,28
17700156014,"Travail, Genre et Societes",0.4,0.675,0.164,9
17700156014,"Travail, Genre et Societes",0.4,0.675,0.164,10
17700156014,"Travail, Genre et Societes",0.4,0.675,0.164,27
17700156015,Journal of dance medicine & science : official publication of the International Association for Dance Medicine & Science,1.2,0,0.338,49
17700156017,Revista de Psicologia del Deporte,2.1,0.728,0.405,45
17700156101,Journal on Multimodal User Interfaces,4,1.075,0.348,62
17700156101,Journal on Multimodal User Interfaces,4,1.075,0.348,56
17700156201,Genetic Testing and Molecular Biomarkers,2.2,0.439,0.405,16
17700156202,Nature Reviews Nephrology,27.9,5.526,5.606,99
17700156204,International Journal of Applied Decision Sciences,1.8,0.514,0.232,52
17700156204,International Journal of Applied Decision Sciences,1.8,0.514,0.232,42
17700156204,International Journal of Applied Decision Sciences,1.8,0.514,0.232,45
17700156204,International Journal of Applied Decision Sciences,1.8,0.514,0.232,50
17700156208,Nature Reviews Gastroenterology and Hepatology,36.6,6.16,8.801,99
17700156208,Nature Reviews Gastroenterology and Hepatology,36.6,6.16,8.801,99
17700156214,Geomechanik und Tunnelbau,1,0.576,0.317,25
17700156214,Geomechanik und Tunnelbau,1,0.576,0.317,24
17700156215,Cuadernos de Administracion,0.4,0.19,0.109,21
17700156215,Cuadernos de Administracion,0.4,0.19,0.109,12
17700156215,Cuadernos de Administracion,0.4,0.19,0.109,10
17700156218,Biodiversity,1.5,0.598,0.438,29
17700156218,Biodiversity,1.5,0.598,0.438,45
17700156218,Biodiversity,1.5,0.598,0.438,42
17700156219,Gut and Liver,6.7,1.569,1.331,76
17700156219,Gut and Liver,6.7,1.569,1.331,84
17700156304,Journal of Sensors,4.1,1.108,0.399,76
17700156304,Journal of Sensors,4.1,1.108,0.399,69
17700156304,Journal of Sensors,4.1,1.108,0.399,68
17700156308,Iranian Journal of Endocrinology and Metabolism,0.6,0.207,0.129,17
17700156308,Iranian Journal of Endocrinology and Metabolism,0.6,0.207,0.129,17
17700156309,Iranian Journal of Parasitology,1.9,0.878,0.477,23
17700156309,Iranian Journal of Parasitology,1.9,0.878,0.477,33
17700156312,Environmental Policy and Governance,4.4,1.066,0.987,87
17700156312,Environmental Policy and Governance,4.4,1.066,0.987,75
17700156313,Iranian Journal of Pharmaceutical Research,2.8,0.649,0.37,63
17700156313,Iranian Journal of Pharmaceutical Research,2.8,0.649,0.37,48
17700156403,Journal of College Counseling,1.3,0.787,0.397,47
17700156405,Polish Journal of Food and Nutrition Sciences,3.7,0.909,0.504,51
17700156405,Polish Journal of Food and Nutrition Sciences,3.7,0.909,0.504,69
17700156406,Revue Internationale de Droit Economique,0.2,0.052,0.101,8
17700156406,Revue Internationale de Droit Economique,0.2,0.052,0.101,8
17700156406,Revue Internationale de Droit Economique,0.2,0.052,0.101,14
17700156408,Nature Reviews Neurology,29.5,5.939,7.271,99
17700156408,Nature Reviews Neurology,29.5,5.939,7.271,99
17700156411,Fenmo Yejin Cailiao Kexue yu Gongcheng/Materials Science and Engineering of Powder Metallurgy,0.4,0.196,0.144,15
17700156412,Caikuang yu Anquan Gongcheng Xuebao/Journal of Mining and Safety Engineering,1.6,0.741,0.418,43
17700156413,Dianli Xitong Baohu yu Kongzhi/Power System Protection and Control,3.3,1.057,0.498,60
17700156413,Dianli Xitong Baohu yu Kongzhi/Power System Protection and Control,3.3,1.057,0.498,59
17700156417,Asian Journal of Comparative Law,0.7,0.705,0.146,47
17700156420,Notulae Botanicae Horti Agrobotanici Cluj-Napoca,1.7,0.763,0.332,54
17700156420,Notulae Botanicae Horti Agrobotanici Cluj-Napoca,1.7,0.763,0.332,49
17700156420,Notulae Botanicae Horti Agrobotanici Cluj-Napoca,1.7,0.763,0.332,48
17700156421,Journal of Science Communication,1.7,0.938,0.495,67
17700156434,Current Pharmacogenomics and Personalized Medicine,1,0.265,0.264,7
17700156434,Current Pharmacogenomics and Personalized Medicine,1,0.265,0.264,9
17700156434,Current Pharmacogenomics and Personalized Medicine,1,0.265,0.264,22
17700156434,Current Pharmacogenomics and Personalized Medicine,1,0.265,0.264,10
17700156434,Current Pharmacogenomics and Personalized Medicine,1,0.265,0.264,7
17700156440,Nature Reviews Endocrinology,41.5,7.742,7.653,99
17700156440,Nature Reviews Endocrinology,41.5,7.742,7.653,98
17700156447,Biodemography and Social Biology,2.7,0.819,0.537,78
17700156447,Biodemography and Social Biology,2.7,0.819,0.537,88
17700156447,Biodemography and Social Biology,2.7,0.819,0.537,31
17700156447,Biodemography and Social Biology,2.7,0.819,0.537,59
17700156449,"International Journal of Minerals, Metallurgy and Materials",3.2,0.984,0.502,73
17700156449,"International Journal of Minerals, Metallurgy and Materials",3.2,0.984,0.502,51
17700156449,"International Journal of Minerals, Metallurgy and Materials",3.2,0.984,0.502,60
17700156449,"International Journal of Minerals, Metallurgy and Materials",3.2,0.984,0.502,59
17700156449,"International Journal of Minerals, Metallurgy and Materials",3.2,0.984,0.502,63
17700156509,Nature Reviews Cardiology,22.5,5.015,5.495,98
17700156514,Hipertension y Riesgo Vascular,0.9,0.331,0.213,26
17700156514,Hipertension y Riesgo Vascular,0.9,0.331,0.213,24
17700156532,Journal of Sustainability Science and Management,0.9,0.526,0.175,23
17700156532,Journal of Sustainability Science and Management,0.9,0.526,0.175,23
17700156532,Journal of Sustainability Science and Management,0.9,0.526,0.175,34
17700156604,International Journal of Civil Engineering,3.3,1.11,0.527,64
17700156605,Journal of studies on alcohol and drugs. Supplement,1.7,0,0.623,61
17700156701,Environmental Progress and Sustainable Energy,3.7,0.742,0.495,61
17700156701,Environmental Progress and Sustainable Energy,3.7,0.742,0.495,64
17700156701,Environmental Progress and Sustainable Energy,3.7,0.742,0.495,73
17700156701,Environmental Progress and Sustainable Energy,3.7,0.742,0.495,48
17700156701,Environmental Progress and Sustainable Energy,3.7,0.742,0.495,68
17700156701,Environmental Progress and Sustainable Energy,3.7,0.742,0.495,68
17700156701,Environmental Progress and Sustainable Energy,3.7,0.742,0.495,52
17700156704,Knowledge and Process Management,2.7,0.854,0.341,58
17700156704,Knowledge and Process Management,2.7,0.854,0.341,58
17700156707,Landscape Journal,0.7,0.361,0.173,28
17700156709,Quality - Access to Success,1.6,0.434,0.21,42
17700156709,Quality - Access to Success,1.6,0.434,0.21,43
17700156709,Quality - Access to Success,1.6,0.434,0.21,40
17700156710,Japan Journal of Food Engineering,0.7,0.39,0.135,21
17700156710,Japan Journal of Food Engineering,0.7,0.39,0.135,25
17700156714,Pharmaceuticals,4.6,1.441,1.295,68
17700156714,Pharmaceuticals,4.6,1.441,1.295,55
17700156714,Pharmaceuticals,4.6,1.441,1.295,41
17700156732,Journal of Teacher Education for Sustainability,3,0.85,0.408,79
17700156733,Journal of Consumer Behaviour,4.1,1.256,0.811,79
17700156733,Journal of Consumer Behaviour,4.1,1.256,0.811,70
17700156734,Nature Reviews Clinical Oncology,51.6,7.697,12.214,98
17700156740,Journal of Diversity in Higher Education,3.5,2.184,0.909,86
17700156741,International Journal of Play Therapy,1.5,0.697,0.353,50
17700156741,International Journal of Play Therapy,1.5,0.697,0.353,47
17700156742,Journal of Media Psychology,3.9,1.089,0.881,89
17700156742,Journal of Media Psychology,3.9,1.089,0.881,78
17700156742,Journal of Media Psychology,3.9,1.089,0.881,68
17700156743,Arab Journal of Gastroenterology,2,0.666,0.325,36
17700156745,Psychology of Religion and Spirituality,4.5,1.711,0.864,99
17700156745,Psychology of Religion and Spirituality,4.5,1.711,0.864,83
17700156745,Psychology of Religion and Spirituality,4.5,1.711,0.864,73
17700156747,Open Biomarkers Journal,0.4,0.19,0.184,6
17700156747,Open Biomarkers Journal,0.4,0.19,0.184,4
17700156747,Open Biomarkers Journal,0.4,0.19,0.184,14
17700156748,Journal of Turkish Science Education,2.7,1.761,0.594,55
17700156748,Journal of Turkish Science Education,2.7,1.761,0.594,76
17700156749,Intangible Capital,2.1,0.853,0.246,53
17700156749,Intangible Capital,2.1,0.853,0.246,43
17700156749,Intangible Capital,2.1,0.853,0.246,53
17700156749,Intangible Capital,2.1,0.853,0.246,54
17700156749,Intangible Capital,2.1,0.853,0.246,51
17700156749,Intangible Capital,2.1,0.853,0.246,67
17700156750,International Journal of Learning,0.4,0.157,0.119,16
17700156753,Journal of Financial Services Marketing,1.7,0.508,0.26,38
17700156753,Journal of Financial Services Marketing,1.7,0.508,0.26,52
17700156755,Tourism and Hospitality Research,4.4,1.173,0.846,77
17700156755,Tourism and Hospitality Research,4.4,1.173,0.846,87
17700156756,Journal of Asset Management,1,0.501,0.362,28
17700156756,Journal of Asset Management,1,0.501,0.362,28
17700156756,Journal of Asset Management,1,0.501,0.362,24
17700156758,International Journal of Disclosure and Governance,1.8,0.622,0.281,45
17700156758,International Journal of Disclosure and Governance,1.8,0.622,0.281,56
17700156758,International Journal of Disclosure and Governance,1.8,0.622,0.281,50
17700156758,International Journal of Disclosure and Governance,1.8,0.622,0.281,47
17700156758,International Journal of Disclosure and Governance,1.8,0.622,0.281,51
17700156759,Journal of Banking Regulation,0.8,0.543,0.196,25
17700156759,Journal of Banking Regulation,0.8,0.543,0.196,25
17700156760,Advances in Materials Science and Engineering,2.3,0.802,0.356,62
17700156760,Advances in Materials Science and Engineering,2.3,0.802,0.356,42
17700156763,Measurement Science Review,2.4,0.893,0.301,44
17700156763,Measurement Science Review,2.4,0.893,0.301,49
17700156763,Measurement Science Review,2.4,0.893,0.301,35
17700156764,Polish Maritime Research,2.6,0.807,0.374,59
17700156764,Polish Maritime Research,2.6,0.807,0.374,55
17700156766,Journal of Revenue and Pricing Management,1.4,0.624,0.261,42
17700156766,Journal of Revenue and Pricing Management,1.4,0.624,0.261,40
17700156766,Journal of Revenue and Pricing Management,1.4,0.624,0.261,37
17700156766,Journal of Revenue and Pricing Management,1.4,0.624,0.261,42
17700156768,Place Branding and Public Diplomacy,1.7,0.642,0.295,37
17700156768,Place Branding and Public Diplomacy,1.7,0.642,0.295,42
17700156769,Journal of Brand Management,4.8,1.343,0.784,75
17700156769,Journal of Brand Management,4.8,1.343,0.784,80
17700156774,European Management Review,2.8,1.148,0.784,66
17700156774,European Management Review,2.8,1.148,0.784,60
17700156775,Corporate Reputation Review,1.7,0.721,0.314,45
17700156775,Corporate Reputation Review,1.7,0.721,0.314,42
17700156776,International Journal of Information and Communication Technology,0.7,0.245,0.133,14
17700156776,International Journal of Information and Communication Technology,0.7,0.245,0.133,13
17700156776,International Journal of Information and Communication Technology,0.7,0.245,0.133,8
17700156776,International Journal of Information and Communication Technology,0.7,0.245,0.133,12
17700156777,Advances in Pharmacological Sciences,6.4,2.064,0.822,94
17700156777,Advances in Pharmacological Sciences,6.4,2.064,0.822,84
17700156777,Advances in Pharmacological Sciences,6.4,2.064,0.822,67
17800156701,Engineering Letters,1.7,0.838,0.265,53
17800156702,Mineralogia,0.8,0.604,0.152,12
17800156702,Mineralogia,0.8,0.604,0.152,22
17800156703,Journal of Empirical Research on Human Research Ethics,2.6,1.01,0.68,79
17800156703,Journal of Empirical Research on Human Research Ethics,2.6,1.01,0.68,58
17800156703,Journal of Empirical Research on Human Research Ethics,2.6,1.01,0.68,74
17800156704,American Journal of Rhinology and Allergy,3.5,1.207,0.861,76
17800156704,American Journal of Rhinology and Allergy,3.5,1.207,0.861,36
17800156707,Chiang Mai Journal of Science,0.8,0.268,0.164,21
17800156707,Chiang Mai Journal of Science,0.8,0.268,0.164,19
17800156707,Chiang Mai Journal of Science,0.8,0.268,0.164,30
17800156707,Chiang Mai Journal of Science,0.8,0.268,0.164,19
17800156707,Chiang Mai Journal of Science,0.8,0.268,0.164,17
17800156710,Nature reviews. Rheumatology,14.5,2.883,2.683,95
17800156712,International Journal of Computational Intelligence Systems,3.1,0.859,0.385,69
17800156712,International Journal of Computational Intelligence Systems,3.1,0.859,0.385,71
17800156713,Global Health Promotion,1.9,0.849,0.374,41
17800156731,Russian Journal of Physical Chemistry B,1.2,0.824,0.266,19
17800156732,International Journal of Materials Engineering Innovation,1.3,0.583,0.247,27
17800156738,Organization Management Journal,1,0.466,0.258,23
17800156738,Organization Management Journal,1,0.466,0.258,28
17800156738,Organization Management Journal,1,0.466,0.258,24
17800156738,Organization Management Journal,1,0.466,0.258,39
17800156747,Healthcare Policy,1.8,0.682,0.391,40
17800156747,Healthcare Policy,1.8,0.682,0.391,37
17800156748,"Groups, Geometry, and Dynamics",1.2,0.981,1.05,50
17800156748,"Groups, Geometry, and Dynamics",1.2,0.981,1.05,47
17800156749,Journal of Noncommutative Geometry,1.3,0.924,1.037,54
17800156749,Journal of Noncommutative Geometry,1.3,0.924,1.037,59
17800156749,Journal of Noncommutative Geometry,1.3,0.924,1.037,33
17800156772,International Journal of Workplace Health Management,1.8,0.554,0.324,46
17800156772,International Journal of Workplace Health Management,1.8,0.554,0.324,38
17800156773,International Journal of Innovative Computing and Applications,0.6,0.218,0.147,4
17800156773,International Journal of Innovative Computing and Applications,0.6,0.218,0.147,6
17800156773,International Journal of Innovative Computing and Applications,0.6,0.218,0.147,8
17800156777,Research in Astronomy and Astrophysics,2.5,0.617,0.516,46
17800156777,Research in Astronomy and Astrophysics,2.5,0.617,0.516,38
17800156797,VOEB-Mitteilungen,0.4,1.153,0.123,23
17900156704,"Journal of Numerical Analysis, Industrial and Applied Mathematics",0.9,0.331,0.113,25
17900156704,"Journal of Numerical Analysis, Industrial and Applied Mathematics",0.9,0.331,0.113,17
17900156704,"Journal of Numerical Analysis, Industrial and Applied Mathematics",0.9,0.331,0.113,23
17900156708,Acta Facultatis Medicae Naissensis,0.4,0.268,0.151,20
17900156712,Jung Journal: Culture and Psyche,0.1,0.649,0.125,5
17900156712,Jung Journal: Culture and Psyche,0.1,0.649,0.125,43
17900156712,Jung Journal: Culture and Psyche,0.1,0.649,0.125,48
17900156712,Jung Journal: Culture and Psyche,0.1,0.649,0.125,26
17900156713,International Journal of Applied Psychoanalytic Studies,0.8,0.467,0.314,22
17900156714,Journal of Investigative Psychology and Offender Profiling,2.1,1.076,0.479,44
17900156714,Journal of Investigative Psychology and Offender Profiling,2.1,1.076,0.479,48
17900156715,IEEE Communications Surveys and Tutorials,62.1,11.397,6.605,99
17900156716,Entreprises et Histoire,0.3,0.411,0.166,15
17900156716,Entreprises et Histoire,0.3,0.411,0.166,10
17900156716,Entreprises et Histoire,0.3,0.411,0.166,53
17900156718,Journal of Strategic Marketing,4,1.506,0.641,66
17900156718,Journal of Strategic Marketing,4,1.506,0.641,73
17900156719,International Review of Sport and Exercise Psychology,21.5,8.981,4.975,99
17900156720,European Early Childhood Education Research Journal,2,1.089,0.584,49
17900156720,European Early Childhood Education Research Journal,2,1.089,0.584,64
17900156721,Journal of Electronic Resources Librarianship,0.6,0.526,0.257,35
17900156721,Journal of Electronic Resources Librarianship,0.6,0.526,0.257,14
17900156724,Latvian Journal of Physics and Technical Sciences,1.2,0.522,0.251,29
17900156724,Latvian Journal of Physics and Technical Sciences,1.2,0.522,0.251,42
17900156728,Polish Journal of Chemical Technology,2.2,0.492,0.279,46
17900156728,Polish Journal of Chemical Technology,2.2,0.492,0.279,37
17900156728,Polish Journal of Chemical Technology,2.2,0.492,0.279,46
17900156729,Journal of Human Capital,2,1.11,1.285,73
17900156731,Young Exceptional Children,1.8,0.859,0.332,44
17900156731,Young Exceptional Children,1.8,0.859,0.332,59
17900156732,Topicos,0.1,0,0.101,13
17900156735,Journal of Optical Communications and Networking,10.9,1.904,0.835,94
17900156736,Journal of Hematology and Oncology,20.2,2.741,4.305,97
17900156736,Journal of Hematology and Oncology,20.2,2.741,4.305,97
17900156736,Journal of Hematology and Oncology,20.2,2.741,4.305,97
17900156736,Journal of Hematology and Oncology,20.2,2.741,4.305,96
17900156737,Asia-Pacific Education Researcher,2.4,1.124,0.525,71
17900156738,Clinical and Experimental Otorhinolaryngology,3.8,1.604,0.937,80
17900156738,Clinical and Experimental Otorhinolaryngology,3.8,1.604,0.937,79
17900156739,Journal of Eastern African Studies,2.5,1.343,0.833,97
17900156739,Journal of Eastern African Studies,2.5,1.343,0.833,95
17900156739,Journal of Eastern African Studies,2.5,1.343,0.833,87
17900156739,Journal of Eastern African Studies,2.5,1.343,0.833,82
17900156739,Journal of Eastern African Studies,2.5,1.343,0.833,78
17900156741,European Journal of Developmental Psychology,3.5,1.105,0.811,74
17900156741,European Journal of Developmental Psychology,3.5,1.105,0.811,71
17900156742,Complex Variables and Elliptic Equations,1.4,0.995,0.457,37
17900156742,Complex Variables and Elliptic Equations,1.4,0.995,0.457,47
17900156742,Complex Variables and Elliptic Equations,1.4,0.995,0.457,32
17900156742,Complex Variables and Elliptic Equations,1.4,0.995,0.457,37
18000156701,International Journal of Pharmaceutical and Healthcare Marketing,1.3,0.634,0.259,31
18000156701,International Journal of Pharmaceutical and Healthcare Marketing,1.3,0.634,0.259,31
18000156702,Advances in Electrical and Computer Engineering,2.5,0.72,0.254,59
18000156702,Advances in Electrical and Computer Engineering,2.5,0.72,0.254,50
18000156703,Counselling and Psychotherapy Research,1.4,1.015,0.38,44
18000156703,Counselling and Psychotherapy Research,1.4,1.015,0.38,29
18000156703,Counselling and Psychotherapy Research,1.4,1.015,0.38,36
18000156704,Mathematical Thinking and Learning,2.2,1.835,1.098,81
18000156704,Mathematical Thinking and Learning,2.2,1.835,1.098,53
18000156704,Mathematical Thinking and Learning,2.2,1.835,1.098,68
18000156705,Soccer and Society,1.4,0.974,0.556,87
18000156705,Soccer and Society,1.4,0.974,0.556,34
18000156705,Soccer and Society,1.4,0.974,0.556,62
18000156706,PRIMUS,0.7,1.237,0.397,26
18000156706,PRIMUS,0.7,1.237,0.397,31
18000156707,Security and Communication Networks,4.2,1.155,0.446,69
18000156707,Security and Communication Networks,4.2,1.155,0.446,69
18000156708,Neuropsychiatria i Neuropsychologia,0.3,0.096,0.133,4
18000156708,Neuropsychiatria i Neuropsychologia,0.3,0.096,0.133,1
18000156708,Neuropsychiatria i Neuropsychologia,0.3,0.096,0.133,9
18000156709,Bulletin of Geography,2.1,0.551,0.305,73
18000156709,Bulletin of Geography,2.1,0.551,0.305,72
18000156709,Bulletin of Geography,2.1,0.551,0.305,93
18000156709,Bulletin of Geography,2.1,0.551,0.305,63
18100156701,Nature Chemistry,37.1,4.109,9.996,99
18100156701,Nature Chemistry,37.1,4.109,9.996,98
18100156702,Journal of Plant Protection Research,1.6,0.75,0.335,41
18100156702,Journal of Plant Protection Research,1.6,0.75,0.335,47
18100156702,Journal of Plant Protection Research,1.6,0.75,0.335,46
18100156704,"International Review of Law, Computers and Technology",2.2,1.036,0.367,83
18100156704,"International Review of Law, Computers and Technology",2.2,1.036,0.367,44
18100156705,Innovation Journal,2.6,1.699,0.371,67
18200156701,Zeitschrift Kunststofftechnik/Journal of Plastics Technology,0.5,0.238,0.126,21
18200156702,World Mycotoxin Journal,4.3,0.838,0.569,50
18200156702,World Mycotoxin Journal,4.3,0.838,0.569,74
18200156702,World Mycotoxin Journal,4.3,0.838,0.569,78
18200156703,Journal of International Trade Law and Policy,1.1,0.686,0.194,34
18200156703,Journal of International Trade Law and Policy,1.1,0.686,0.194,51
18200156703,Journal of International Trade Law and Policy,1.1,0.686,0.194,57
18200156703,Journal of International Trade Law and Policy,1.1,0.686,0.194,60
18200156704,Working with Older People,1.2,0.626,0.308,43
18200156704,Working with Older People,1.2,0.626,0.308,29
18200156705,Polish Journal of Natural Sciences,0.6,0.279,0.159,26
18200156705,Polish Journal of Natural Sciences,0.6,0.279,0.159,19
18200156706,Rorschachiana,0.7,0.241,0.138,23
18200156706,Rorschachiana,0.7,0.241,0.138,19
18200156707,"Psychological Trauma: Theory, Research, Practice, and Policy",5.6,1.764,1.059,90
18200156707,"Psychological Trauma: Theory, Research, Practice, and Policy",5.6,1.764,1.059,87
18200156708,Journal of Optometry,2.7,1.063,0.844,65
18200156709,Journal of Engineering Science and Technology,1.5,0.638,0.224,50
18200156711,Bangladesh Journal of Pharmacology,2.6,0.897,0.385,37
18300156704,Higher Education Research and Development,4.6,2.583,1.675,91
18300156707,Visitor Studies,1.3,0.645,0.283,93
18300156707,Visitor Studies,1.3,0.645,0.283,28
18300156707,Visitor Studies,1.3,0.645,0.283,59
18300156707,Visitor Studies,1.3,0.645,0.283,48
18300156708,Technical Communication Quarterly,2,1.043,0.435,72
18300156708,Technical Communication Quarterly,2,1.043,0.435,65
18300156709,Asia Pacific Journal of Anthropology,1.1,0.798,0.185,64
18300156709,Asia Pacific Journal of Anthropology,1.1,0.798,0.185,82
18300156710,European Review of Social Psychology,6.6,3.196,2.728,94
18300156711,Advances in Cognitive Psychology,1.8,0.833,0.507,55
18300156711,Advances in Cognitive Psychology,1.8,0.833,0.507,19
18300156711,Advances in Cognitive Psychology,1.8,0.833,0.507,28
18300156711,Advances in Cognitive Psychology,1.8,0.833,0.507,52
18300156711,Advances in Cognitive Psychology,1.8,0.833,0.507,37
18300156711,Advances in Cognitive Psychology,1.8,0.833,0.507,43
18300156712,Advances in Condensed Matter Physics,2.1,0.556,0.314,36
18300156714,GEMA Online Journal of Language Studies,1.3,0.804,0.286,97
18300156714,GEMA Online Journal of Language Studies,1.3,0.804,0.286,79
18300156714,GEMA Online Journal of Language Studies,1.3,0.804,0.286,78
18300156715,International Journal of Business Science and Applied Management,1.1,0.628,0.15,26
18300156715,International Journal of Business Science and Applied Management,1.1,0.628,0.15,30
18300156715,International Journal of Business Science and Applied Management,1.1,0.628,0.15,27
18300156716,Marine Biodiversity,3.2,0.803,0.581,60
18300156716,Marine Biodiversity,3.2,0.803,0.581,63
18300156716,Marine Biodiversity,3.2,0.803,0.581,66
18300156719,Journal of Building Performance Simulation,5.9,1.349,0.972,98
18300156719,Journal of Building Performance Simulation,5.9,1.349,0.972,88
18300156719,Journal of Building Performance Simulation,5.9,1.349,0.972,88
18300156719,Journal of Building Performance Simulation,5.9,1.349,0.972,79
18300156720,IEEE Intelligent Transportation Systems Magazine,8.7,2.366,0.831,92
18300156720,IEEE Intelligent Transportation Systems Magazine,8.7,2.366,0.831,94
18300156720,IEEE Intelligent Transportation Systems Magazine,8.7,2.366,0.831,91
18300156721,Zeitschrift fur Sportpsychologie,0.9,0.261,0.18,34
18300156721,Zeitschrift fur Sportpsychologie,0.9,0.261,0.18,19
18300156721,Zeitschrift fur Sportpsychologie,0.9,0.261,0.18,24
18300156722,Carrefours de l'Education,0.1,1.192,0.128,8
18300156723,International Journal of Nanomanufacturing,0.8,0.178,0.179,26
18300156724,Psychology of Language and Communication,0.9,0.484,0.222,15
18300156724,Psychology of Language and Communication,0.9,0.484,0.222,48
18300156724,Psychology of Language and Communication,0.9,0.484,0.222,23
18300156724,Psychology of Language and Communication,0.9,0.484,0.222,69
18300156724,Psychology of Language and Communication,0.9,0.484,0.222,68
18300156725,Mathematica,1,1.432,0.294,39
18300156728,IEEE Transactions on Services Computing,13.2,3.106,1.207,96
18300156728,IEEE Transactions on Services Computing,13.2,3.106,1.207,96
18300156728,IEEE Transactions on Services Computing,13.2,3.106,1.207,95
18300156728,IEEE Transactions on Services Computing,13.2,3.106,1.207,96
18300156729,Applied Econometrics and International Development,0.7,0.38,0.143,26
18300156729,Applied Econometrics and International Development,0.7,0.38,0.143,19
18300156729,Applied Econometrics and International Development,0.7,0.38,0.143,41
18300156729,Applied Econometrics and International Development,0.7,0.38,0.143,20
18300156730,"Molecular Genetics, Microbiology and Virology",0.7,0.26,0.176,12
18300156730,"Molecular Genetics, Microbiology and Virology",0.7,0.26,0.176,9
18300156730,"Molecular Genetics, Microbiology and Virology",0.7,0.26,0.176,18
18300156730,"Molecular Genetics, Microbiology and Virology",0.7,0.26,0.176,5
18300156730,"Molecular Genetics, Microbiology and Virology",0.7,0.26,0.176,5
18300156731,Nature Reviews Urology,10.6,2.312,1.972,98
18300156732,International Perspectives on Sexual and Reproductive Health,1.7,0.984,0.774,68
18300156732,International Perspectives on Sexual and Reproductive Health,1.7,0.984,0.774,56
